,train,val,test
2814,C3L-04739-22,,
2815,C3L-04760-22,,
2816,C3L-04760-21,,
2817,C3L-04760-24,,
2818,C3L-04739-24,,
2819,C3L-04739-21,,
2820,C3L-04733-24,,
2821,C3L-04739-25,,
2822,C3L-04733-23,,
2823,C3L-04733-22,,
2824,C3L-04733-21,,
2825,C3L-04732-22,,
2826,C3L-04732-21,,
2827,C3L-04732-23,,
2828,C3L-04331-22,,
2829,C3L-04331-25,,
2830,C3L-04331-21,,
2831,C3L-04331-24,,
2832,C3L-04212-23,,
2833,C3L-04212-22,,
2834,C3L-04207-21,,
2835,C3L-04212-24,,
2836,C3L-04212-25,,
2837,C3L-04011-21,,
2838,C3L-04011-24,,
2839,C3L-04011-25,,
2840,C3L-04011-23,,
2841,C3L-03382-21,,
2842,C3L-03381-24,,
2843,C3N-00220-21,,
2844,C3L-03364-22,,
2845,C3L-03377-22,,
2846,C3L-03377-21,,
2847,C3L-03374-23,,
2848,C3L-03374-21,,
2849,C3L-03367-21,,
2850,C3L-03362-25,,
2851,C3L-03362-24,,
2852,C3L-02647-23,,
2853,C3L-02647-24,,
2854,C3L-02647-21,,
2855,C3L-02647-25,,
2856,C3L-02622-22,,
2857,C3L-02622-23,,
2858,C3L-02622-25,,
2859,C3L-02622-24,,
2860,C3L-02615-25,,
2861,C3L-02615-21,,
2862,C3L-02615-22,,
2863,C3L-02615-23,,
2864,C3L-02615-24,,
2865,C3N-00874-25,,
2866,C3L-02102-21,,
2867,C3L-02102-22,,
2868,C3L-02102-23,,
2869,C3L-02102-27,,
2870,C3L-02102-28,,
2871,C3L-00275-21,,
2872,C3L-00275-22,,
2873,C3N-04142-22,,
2874,C3N-03097-22,,
2875,C3N-03097-25,,
2876,C3N-03097-24,,
2877,C3N-03097-23,,
2878,C3L-01063-23,,
2879,C3L-00989-23,,
2880,C3L-00989-22,,
2881,C3L-00989-24,,
2882,C3L-00989-21,,
2883,C3L-00967-23,,
2884,C3L-00967-21,,
2885,C3L-00967-22,,
2886,C3L-00967-24,,
2887,C3N-04142-23,,
2888,C3N-03223-23,,
2889,C3N-03220-23,,
2890,C3N-03223-21,,
2891,C3N-01481-21,,
2892,C3N-01481-23,,
2893,C3N-01492-21,,
2894,C3N-01492-22,,
2895,C3N-01492-24,,
2896,C3N-03223-22,,
2897,C3N-03220-21,,
2898,C3N-01493-24,,
2899,C3N-01493-21,,
2900,C3N-01493-22,,
2901,C3N-01494-24,,
2902,C3N-01494-22,,
2903,C3N-01494-23,,
2904,C3N-03228-23,,
2905,C3N-03228-21,,
2906,C3N-01495-21,,
2907,C3N-01495-22,,
2908,C3N-01494-21,,
2909,C3N-01495-23,,
2910,C3N-01495-24,,
2911,C3N-01530-23,,
2912,C3N-01530-22,,
2913,C3N-01530-21,,
2914,C3N-01533-22,,
2915,C3N-03229-21,,
2916,C3N-03229-23,,
2917,C3N-03229-22,,
2918,C3L-00629-24,,
2919,C3N-03234-23,,
2920,C3N-03234-21,,
2921,C3L-00629-23,,
2922,C3N-03235-23,,
2923,C3L-00629-22,,
2924,C3N-01824-23,,
2925,C3N-00220-22,,
2926,C3N-01824-22,,
2927,C3L-00629-21,,
2928,C3N-01841-21,,
2929,C3N-03235-21,,
2930,C3N-03239-23,,
2931,C3N-01841-22,,
2932,C3N-01841-23,,
2933,C3N-01844-22,,
2934,C3N-01844-23,,
2935,C3N-01844-21,,
2936,C3N-01845-25,,
2937,C3N-01845-21,,
2938,C3L-00275-23,,
2939,C3N-01845-24,,
2940,C3N-01845-23,,
2941,C3N-03239-21,,
2942,C3N-03235-22,,
2943,C3N-03234-22,,
2944,C3N-03239-22,,
2945,C3N-03460-23,,
2946,C3N-02026-23,,
2947,C3N-02026-21,,
2948,C3N-02026-22,,
2949,C3N-03460-22,,
2950,C3N-02033-23,,
2951,C3N-02033-22,,
2952,C3N-02033-21,,
2953,C3N-02035-22,,
2954,C3N-02035-23,,
2955,C3N-02040-23,,
2956,C3N-02035-21,,
2957,C3N-02040-21,,
2958,C3N-02040-22,,
2959,C3N-03614-22,,
2960,C3N-03614-23,,
2961,C3N-03614-21,,
2962,C3N-03617-23,,
2963,C3N-03617-21,,
2964,C3N-03617-22,,
2965,C3N-04156-23,,
2966,C3N-04293-22,,
2967,C3N-04294-21,,
2968,C3N-04156-21,,
2969,C3N-02270-22,,
2970,C3N-05624-23,,
2971,C3N-02324-23,,
2972,C3N-02324-21,,
2973,C3N-02327-21,,
2974,C3N-02324-22,,
2975,C3N-02327-23,,
2976,C3N-02327-22,,
2977,C3N-02330-23,,
2978,C3N-02335-22,,
2979,C3N-02335-23,,
2980,C3N-02335-21,,
2981,C3N-02373-23,,
2982,C3N-02373-21,,
2983,C3N-02633-22,,
2984,C3N-02633-21,,
2985,C3N-05623-21,,
2986,C3N-04156-22,,
2987,C3N-02679-21,,
2988,C3N-02679-22,,
2989,C3N-03885-23,,
2990,C3N-03885-21,,
2991,C3N-00434-23,,
2992,C3N-03885-22,,
2993,C3N-00434-21,,
2994,C3N-00432-21,,
2995,C3N-00384-21,,
2996,C3N-00434-22,,
2997,C3N-00432-22,,
2998,C3N-00385-25,,
2999,C3N-00432-23,,
3000,C3N-00385-21,,
3001,C3N-00385-24,,
3002,C3N-00385-23,,
3003,C3N-00384-22,,
3004,C3N-00384-23,,
3005,C3N-00179-21,,
3006,C3N-00179-22,,
3007,C3N-00179-24,,
3008,C3N-03913-23,,
3009,C3N-03913-21,,
3010,C3N-03913-22,,
3011,C3N-03916-23,,
3012,C3N-03916-22,,
3013,C3N-03918-23,,
3014,C3N-03029-21,,
3015,C3N-03916-21,,
3016,C3N-03918-22,,
3017,C3N-01824-21,,
3018,C3L-05517-21,,
3019,C3N-00312-24,,
3020,C3N-00312-21,,
3021,C3N-00310-21,,
3022,C3N-00310-22,,
3023,C3N-00310-24,,
3024,C3N-00312-22,,
3025,C3N-00310-23,,
3026,C3N-00305-21,,
3027,C3N-00305-22,,
3028,C3N-00313-22,,
3029,C3N-00313-23,,
3030,C3N-00314-21,,
3031,C3N-00313-24,,
3032,C3N-00313-21,,
3033,C3N-00314-24,,
3034,C3N-00314-22,,
3035,C3N-00314-23,,
3036,C3N-00315-21,,
3037,C3N-00315-24,,
3038,C3N-00315-23,,
3039,C3N-00317-22,,
3040,C3N-00317-21,,
3041,C3N-00244-22,,
3042,C3N-00242-21,,
3043,C3N-00317-24,,
3044,C3N-00317-23,,
3045,C3N-00320-22,,
3046,C3N-00320-24,,
3047,C3N-00320-23,,
3048,C3N-00320-21,,
3049,C3N-00194-22,,
3050,C3N-00194-23,,
3051,C3N-00194-21,,
3052,C3N-00194-24,,
3053,C3N-00177-23,,
3054,C3N-00177-21,,
3055,C3N-00168-24,,
3056,C3N-00168-23,,
3057,C3N-00168-21,,
3058,C3N-00168-22,,
3059,C3N-00154-23,,
3060,C3N-00154-21,,
3061,C3N-00154-24,,
3062,C3N-00150-22,,
3063,C3N-00150-21,,
3064,C3N-00150-23,,
3065,C3N-00149-24,,
3066,C3N-00149-23,,
3067,C3N-00149-22,,
3068,C3N-00149-21,,
3069,C3N-00148-22,,
3070,C3N-00148-21,,
3071,C3N-00148-24,,
3072,C3L-01676-22,,
3073,C3L-01676-21,,
3074,C3N-00380-24,,
3075,C3N-00380-25,,
3076,C3N-00380-23,,
3077,C3N-00380-21,,
3078,C3N-00380-22,,
3079,C3N-00390-24,,
3080,C3L-01676-24,,
3081,C3N-00390-22,,
3082,C3L-01676-25,,
3083,C3L-01665-23,,
3084,C3L-01665-21,,
3085,C3L-01470-21,,
3086,C3L-00815-21,,
3087,C3L-01465-21,,
3088,C3L-00165-23,,
3089,C3N-00435-23,,
3090,C3N-00435-25,,
3091,C3N-00390-23,,
3092,C3L-01464-21,,
3093,C3L-01462-21,,
3094,C3N-00390-21,,
3095,C3N-00437-23,,
3096,C3N-00437-21,,
3097,C3N-00491-25,,
3098,C3N-00492-23,,
3099,C3N-00492-24,,
3100,C3N-00492-22,,
3101,C3N-00494-24,,
3102,C3N-00494-22,,
3103,C3N-00494-23,,
3104,C3N-00494-21,,
3105,C3N-00495-22,,
3106,C3N-00495-21,,
3107,C3L-01459-21,,
3108,C3N-00573-21,,
3109,C3N-00573-23,,
3110,C3N-00573-24,,
3111,C3N-00577-22,,
3112,C3N-00577-23,,
3113,C3N-00577-21,,
3114,C3N-00577-24,,
3115,C3N-00646-22,,
3116,C3N-00646-24,,
3117,C3N-00646-21,,
3118,C3N-00646-23,,
3119,C3N-00733-23,,
3120,C3N-00733-21,,
3121,C3N-00733-22,,
3122,C3N-00831-22,,
3123,C3N-00832-21,,
3124,C3N-00831-21,,
3125,C3N-00852-23,,
3126,C3N-00852-22,,
3127,C3N-00852-21,,
3128,C3N-00953-21,,
3129,C3N-00953-23,,
3130,C3L-01885-23,,
3131,C3L-01885-21,,
3132,C3L-01885-22,,
3133,C3L-01882-21,,
3134,C3L-01861-23,,
3135,C3L-01861-22,,
3136,C3L-01861-21,,
3137,C3L-01836-23,,
3138,C3L-01836-21,,
3139,C3L-01836-22,,
3140,C3L-00165-25,,
3141,C3L-01607-23,,
3142,C3L-01607-21,,
3143,C3L-01603-23,,
3144,C3L-01603-22,,
3145,C3L-01603-21,,
3146,C3L-01560-21,,
3147,C3L-01557-21,,
3148,C3L-01553-21,,
3149,C3L-01279-23,,
3150,C3L-01279-22,,
3151,C3L-01352-22,,
3152,C3L-01352-21,,
3153,C3L-01313-23,,
3154,C3N-01175-21,,
3155,C3N-01179-22,,
3156,C3N-01176-21,,
3157,C3N-01178-22,,
3158,C3N-01179-21,,
3159,C3N-01180-22,,
3160,C3L-01288-22,,
3161,C3L-01288-23,,
3162,C3L-01287-23,,
3163,C3L-01287-22,,
3164,C3L-01286-22,,
3165,C3L-01286-23,,
3166,C3L-01286-21,,
3167,C3L-01283-21,,
3168,C3L-01281-21,,
3169,C3L-01281-23,,
3170,C3N-01200-23,,
3171,C3N-01200-22,,
3172,C3N-01200-24,,
3173,C3N-01200-21,,
3174,C3N-01213-23,,
3175,C3N-01213-21,,
3176,C3N-01214-21,,
3177,C3N-01214-22,,
3178,C3N-01214-23,,
3179,C3L-01279-21,,
3180,C3N-01220-23,,
3181,C3N-01220-21,,
3182,C3N-01220-22,,
3183,C3N-01261-21,,
3184,C3N-01261-22,,
3185,C3N-01261-23,,
3186,C3N-01361-21,,
3187,C3L-00917-21,,
3188,C3L-00917-23,,
3189,C3L-00910-21,,
3190,C3L-00910-22,,
3191,C3L-00908-21,,
3192,C3L-00908-23,,
3193,C3L-00907-21,,
3194,C3L-00907-23,,
3195,C3L-00902-21,,
3196,C3L-00902-22,,
3197,C3L-00814-21,,
3198,C3L-00813-21,,
3199,C3L-00812-21,,
3200,C3L-00800-21,,
3201,C3L-00796-21,,
3202,C3L-00792-21,,
3203,C3L-00790-21,,
3204,C3L-00766-21,,
3205,C3L-00765-21,,
3206,C3L-00606-21,,
3207,C3L-00607-21,,
3208,C3L-00606-23,,
3209,C3N-01522-23,,
3210,C3N-01522-22,,
3211,C3N-01524-21,,
3212,C3N-01524-22,,
3213,C3L-00583-21,,
3214,C3L-00583-23,,
3215,C3L-00581-21,,
3216,C3L-00581-22,,
3217,C3L-00581-23,,
3218,C3N-01524-23,,
3219,C3L-00561-22,,
3220,C3L-00561-21,,
3221,C3L-00448-21,,
3222,C3L-00447-21,,
3223,C3L-00447-23,,
3224,C3L-00447-22,,
3225,C3L-00418-21,,
3226,C3L-00418-22,,
3227,C3L-00418-23,,
3228,C3L-00416-22,,
3229,C3L-00369-23,,
3230,C3L-00369-22,,
3231,C3L-00369-21,,
3232,C3N-01646-21,,
3233,C3L-00360-21,,
3234,C3L-00360-22,,
3235,C3L-00359-22,,
3236,C3L-00359-23,,
3237,C3L-00359-21,,
3238,C3N-01648-22,,
3239,C3N-01649-21,,
3240,C3N-01651-21,,
3241,C3N-01649-22,,
3242,C3N-01651-25,,
3243,C3N-01808-22,,
3244,C3N-01808-21,,
3245,C3N-01808-23,,
3246,C3L-00103-21,,
3247,C3L-00103-23,,
3248,C3L-00103-22,,
3249,C3L-00097-21,,
3250,C3L-00096-21,,
3251,C3L-00088-22,,
3252,C3L-00088-21,,
3253,C3L-00079-21,,
3254,C3L-00026-21,,
3255,C3L-00011-21,,
3256,C3L-00010-21,,
3257,C3L-00004-21,,
3258,C3N-03020-22,,
3259,C3N-03019-22,,
3260,C3N-03018-22,,
3261,C3N-02945-23,,
3262,C3N-02945-22,,
3263,C3N-02945-21,,
3264,C3N-02811-22,,
3265,C3N-02811-21,,
3266,C3N-02811-23,,
3267,C3N-02763-21,,
3268,C3N-02763-22,,
3269,C3N-02761-22,,
3270,C3N-02761-21,,
3271,C3N-02726-23,,
3272,C3N-02726-22,,
3273,C3N-02723-22,,
3274,C3N-02723-23,,
3275,C3N-02723-21,,
3276,C3N-02577-22,,
3277,C3N-02577-21,,
3278,C3N-02439-22,,
3279,C3N-02439-21,,
3280,C3N-02431-22,,
3281,C3N-02431-23,,
3282,C3N-02429-22,,
3283,C3N-02429-21,,
3284,C3N-02338-21,,
3285,C3N-02338-23,,
3286,C3N-02332-21,,
3287,C3N-02332-22,,
3288,C3N-02332-23,,
3289,C3N-02265-21,,
3290,C3N-02263-21,,
3291,C3N-02264-21,,
3292,C3N-02264-22,,
3293,C3N-02262-22,,
3294,C3N-02262-21,,
3295,C3N-02248-22,,
3296,C3N-02248-21,,
3297,C3N-02248-23,,
3298,C3N-02224-22,,
3299,C3N-02224-21,,
3300,C3N-02224-23,,
3301,C3N-02224-24,,
3302,C3N-02160-21,,
3303,C3N-02160-23,,
3304,C3N-02160-24,,
3305,C3N-02084-21,,
3306,C3N-02085-21,,
3307,C3N-02085-22,,
3308,C3N-02084-22,,
3309,C3N-02070-21,,
3310,C3N-02070-22,,
3311,C3N-02068-21,,
3312,C3N-02068-22,,
3313,C3N-02063-21,,
3314,C3N-02063-23,,
3315,C3N-02066-21,,
3316,C3N-02066-22,,
3317,C3N-02063-22,,
3318,C3N-02015-22,,
3319,C3N-02015-21,,
3320,C3N-02015-23,,
3321,C3N-02005-22,,
3322,C3N-02005-21,,
3323,C3N-01989-21,,
3324,C3N-01989-22,,
3325,C3N-01902-22,,
3326,C3N-01905-21,,
3327,C3N-01828-21,,
3328,C3N-01828-22,,
3329,C3N-01828-23,,
3330,C3N-01806-22,,
3331,C3N-01806-23,,
3332,C3N-01656-22,,
3333,C3N-01657-23,,
3334,C3N-01657-21,,
3335,C3N-01656-21,,
3336,C3N-01536-21,,
3337,C3N-01536-23,,
3338,C3N-01536-22,,
3339,C3N-01091-22,,
3340,C3N-01090-22,,
3341,C3N-01090-21,,
3342,C3N-01091-24,,
3343,C3N-01090-24,,
3344,C3N-01090-23,,
3345,C3N-01088-23,,
3346,C3N-01088-24,,
3347,C3N-01088-22,,
3348,C3N-01088-21,,
3349,C3N-01086-22,,
3350,C3N-01086-21,,
3351,C3N-01086-24,,
3352,C3N-01085-24,,
3353,C3N-01085-21,,
3354,C3N-01083-21,,
3355,C3N-01085-23,,
3356,C3N-01083-24,,
3357,C3N-01082-24,,
3358,C3N-01082-23,,
3359,C3N-01082-21,,
3360,C3N-01081-22,,
3361,C3N-01081-24,,
3362,C3N-00312-23,,
3363,C3N-01080-23,,
3364,C3N-01080-22,,
3365,C3N-01080-24,,
3366,C3N-01078-22,,
3367,C3N-01078-21,,
3368,C3N-01078-23,,
3369,C3N-01077-24,,
3370,C3N-01077-21,,
3371,C3N-01077-23,,
3372,C3N-00647-21,,
3373,C3N-00721-21,,
3374,C3N-00647-22,,
3375,C3N-00647-23,,
3376,C3N-00647-24,,
3377,C3L-00789-21,,
3378,C3L-00165-21,,
3379,C3L-01107-21,,
3380,C3L-01107-22,,
3381,C3L-01106-21,,
3382,C3L-01102-23,,
3383,C3L-01106-22,,
3384,C3L-01102-21,,
3385,C3L-01034-23,,
3386,C3L-01034-22,,
3387,C3L-01033-22,,
3388,C3L-01033-23,,
3389,C3L-00982-23,,
3390,C3L-00976-23,,
3391,C3L-00991-24,,
3392,C3L-00991-22,,
3393,C3L-00980-22,,
3394,C3L-00982-22,,
3395,C3N-02338-22,,
3396,C3L-00982-24,,
3397,C3L-00981-21,,
3398,C3L-00976-22,,
3399,C3L-00970-25,,
3400,C3L-00970-23,,
3401,C3L-00976-24,,
3402,C3L-00968-25,,
3403,C3L-00970-24,,
3404,C3L-00969-24,,
3405,C3L-00970-21,,
3406,C3L-00970-22,,
3407,C3L-00968-21,,
3408,C3L-00969-22,,
3409,C3L-00969-23,,
3410,C3L-00968-23,,
3411,C3L-00968-22,,
3412,C3L-00966-22,,
3413,C3L-00966-24,,
3414,C3L-02856-21,,
3415,C3L-02857-21,,
3416,C3L-02842-21,,
3417,C3L-02841-21,,
3418,C3L-02556-23,,
3419,C3L-02556-21,,
3420,C3L-02553-21,,
3421,C3L-02551-21,,
3422,C3L-02551-23,,
3423,C3L-02551-22,,
3424,C3L-02544-22,,
3425,C3L-02544-21,,
3426,C3L-02544-23,,
3427,C3L-02364-22,,
3428,C3L-02364-21,,
3429,C3L-02352-21,,
3430,C3L-02352-22,,
3431,C3L-02346-21,,
3432,C3L-02220-22,,
3433,C3L-02220-21,,
3434,C3L-02220-23,,
3435,C3L-02214-21,,
3436,C3L-02211-21,,
3437,C3L-02208-21,,
3438,C3L-02201-21,,
3439,C3L-02177-21,,
3440,C3L-02176-21,,
3441,C3L-02175-21,,
3442,C3L-00966-21,,
3443,C3L-00966-23,,
3444,C3L-01978-23,,
3445,C3L-01978-21,,
3446,C3L-01976-21,,
3447,C3L-01958-21,,
3448,C3L-01952-21,,
3449,C3L-01951-21,,
3450,C3L-01929-21,,
3451,C3L-01869-23,,
3452,C3L-01869-21,,
3453,C3L-01869-22,,
3454,C3L-00966-25,,
3455,C3L-01681-28,,
3456,C3L-01676-23,,
3457,C3N-01081-23,,
